Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-11-14,55,Male,Germany,Not applicable,No,No,No,Often,100-500,Yes,Yes,Yes,No,No,Don't know,No,Don't know,No,Yes,Some of them,No,No,Yes,No,Don't know,
2014-10-06,65,Non-binary,United States,Florida,No,No,No,Often,1000+,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Very difficult,Yes,No,Yes,Yes,Maybe,Yes,No,Yes,
2014-05-07,55,Female,Canada,Not applicable,Yes,Yes,No,Sometimes,100-500,No,Yes,No,No,Yes,Don't know,Yes,Don't know,Yes,No,Yes,No,No,Yes,Don't know,Don't know,
2014-05-09,35,Male,Canada,Not applicable,No,No,No,Never,500-1000,No,Yes,Yes,Yes,Yes,No,Don't know,Very easy,Don't know,Don't know,Yes,Yes,No,No,Don't know,No,
2014-02-27,60,Male,Other,Not applicable,Yes,No,No,Often,500-1000,No,No,No,Don't know,Don't know,Yes,Yes,Somewhat easy,Yes,No,Yes,No,No,Yes,Yes,Yes,
2014-05-02,30,Male,Canada,Not applicable,No,No,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,No,No,Somewhat difficult,No,No,Some of them,No,No,Maybe,Yes,No,
2014-01-01,65,Male,United Kingdom,Not applicable,No,Yes,No,Rarely,500-1000,Yes,No,Yes,Yes,Don't know,No,No,Somewhat difficult,No,No,Yes,No,Maybe,Yes,No,No,
2014-08-27,40,Female,United Kingdom,Not applicable,No,No,No,Never,26-100,Yes,No,Yes,Yes,Yes,Don't know,No,Somewhat difficult,No,Don't know,No,Some of them,Maybe,Maybe,No,Yes,
2014-10-17,45,Female,Germany,Not applicable,No,No,Yes,Never,6-25,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,Yes,Yes,Some of them,No,No,Yes,Yes,
2014-04-06,35,Female,India,Not applicable,No,No,No,Never,1000+,No,Yes,Yes,Yes,No,No,Yes,Very difficult,No,No,No,Some of them,Yes,Yes,Yes,No,
2014-05-06,65,Male,United States,California,Yes,No,No,Never,1-5,No,No,Yes,No,Don't know,Yes,No,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,No,
2014-04-28,60,Male,United Kingdom,Not applicable,No,Yes,No,Often,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Somewhat easy,Don't know,Yes,No,No,No,No,No,No,
2014-02-17,55,Female,France,Not applicable,Yes,No,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Yes,No,Some of them,Yes,No,No,Yes,
2014-03-30,25,Male,Canada,Not applicable,Yes,Yes,Yes,Sometimes,100-500,No,No,No,Don't know,Yes,No,No,Very easy,Yes,No,Yes,Some of them,Maybe,No,No,Yes,
2014-08-25,45,Male,United States,Illinois,No,No,No,Often,500-1000,No,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,Don't know,Some of them,No,No,Yes,No,Yes,
2014-09-29,60,Male,Germany,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Don't know,No,Don't know,No,Somewhat difficult,No,Yes,No,Yes,No,Maybe,Yes,Yes,
2014-07-08,60,Female,France,Not applicable,No,Yes,No,Often,1000+,Yes,Yes,No,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Maybe,Maybe,No,No,
2014-07-11,65,Male,United States,Florida,No,No,Yes,Often,100-500,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Very easy,Yes,No,No,Some of them,No,No,Yes,Don't know,
2014-03-10,35,Female,Australia,Not applicable,Yes,No,Yes,Rarely,100-500,No,Yes,Don't know,Yes,No,No,Yes,Somewhat difficult,Yes,Don't know,Some of them,No,No,No,No,No,
2014-10-05,45,Prefer not to say,France,Not applicable,No,Yes,No,Often,1000+,No,Yes,Yes,Yes,Don't know,Don't know,No,Somewhat difficult,Don't know,Don't know,No,Some of them,No,No,Yes,No,
2014-12-15,21,Male,Canada,Not applicable,No,No,No,Sometimes,1000+,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,No,No,No,Yes,No,No,
2014-09-04,30,Male,Other,Not applicable,No,Yes,No,Never,1000+,No,Yes,No,No,Don't know,Don't know,No,Somewhat difficult,Yes,Don't know,No,No,No,Yes,No,No,
2014-03-17,21,Male,Australia,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,No,No,Don't know,No,No,Somewhat difficult,No,Yes,Yes,No,No,No,No,No,
2014-06-03,45,Non-binary,Australia,Not applicable,No,No,Yes,Sometimes,6-25,No,No,Yes,No,No,Yes,No,Very difficult,Don't know,No,No,Some of them,Yes,No,Yes,Yes,
2014-05-24,21,Male,India,Not applicable,Yes,No,Yes,Often,1-5,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat difficult,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,
2014-03-27,65,Male,United States,Florida,No,No,No,Rarely,1000+,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,Somewhat difficult,No,Yes,No,Some of them,No,No,No,Yes,
2014-07-04,18,Male,United States,Massachusetts,No,No,Yes,Sometimes,1000+,No,Yes,Don't know,No,Yes,Yes,No,Somewhat easy,Yes,No,No,No,No,Maybe,Yes,Yes,
2014-10-12,55,Female,Canada,Not applicable,No,No,No,Never,500-1000,Yes,Yes,Don't know,No,No,No,No,Somewhat easy,Don't know,Yes,Yes,No,No,Yes,Yes,Yes,
2014-08-08,18,Male,United States,Washington,No,Yes,No,Rarely,26-100,No,No,No,Don't know,Yes,Yes,No,Very easy,No,Don't know,Some of them,No,No,Yes,No,Yes,
2014-03-10,50,Female,Canada,Not applicable,No,No,No,Never,500-1000,No,Yes,Don't know,No,Don't know,No,No,Somewhat easy,Don't know,No,Some of them,Yes,Yes,No,No,No,
2014-02-16,21,Non-binary,Netherlands,Not applicable,No,No,No,Sometimes,26-100,No,No,No,Yes,Yes,Don't know,Don't know,Very easy,Yes,No,Some of them,Yes,No,Yes,Yes,Yes,
2014-04-04,50,Male,France,Not applicable,No,Yes,No,Often,100-500,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,No,Maybe,Yes,No,No,
2014-08-26,25,Female,Germany,Not applicable,No,No,No,Rarely,100-500,No,Yes,Yes,No,No,No,Don't know,Somewhat difficult,No,Yes,No,Yes,Yes,Yes,Don't know,Yes,
2014-07-23,40,Male,France,Not applicable,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,Don't know,No,Somewhat difficult,Yes,Don't know,Some of them,Yes,No,Yes,Don't know,Yes,
2014-08-06,25,Non-binary,Australia,Not applicable,No,No,Yes,Rarely,26-100,No,Yes,Yes,Don't know,Don't know,No,No,Very easy,No,No,No,Some of them,No,Maybe,Yes,Yes,
2014-12-07,45,Female,Canada,Not applicable,No,Yes,Yes,Never,100-500,No,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Don't know,Don't know,No,No,No,No,Don't know,No,
2014-02-08,60,Non-binary,United States,Washington,No,Yes,No,Sometimes,100-500,No,Yes,Yes,No,No,No,No,Somewhat difficult,No,No,Some of them,No,Yes,No,No,No,
2014-04-10,55,Male,United Kingdom,Not applicable,No,Yes,No,Never,500-1000,Yes,Yes,Yes,No,Yes,Yes,No,Somewhat easy,Don't know,Yes,No,Yes,Maybe,No,Don't know,Yes,
2014-10-16,21,Male,India,Not applicable,No,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,No,Somewhat easy,No,No,No,Some of them,No,Maybe,No,Yes,
2014-09-11,35,Male,Canada,Not applicable,No,Yes,Yes,Never,1000+,No,No,Don't know,Don't know,No,No,Yes,Somewhat difficult,No,No,Yes,Some of them,Maybe,Yes,No,Don't know,
2014-08-10,40,Male,India,Not applicable,No,No,No,Never,6-25,No,Yes,Yes,Don't know,No,Yes,No,Very easy,Don't know,Yes,Yes,No,No,Yes,No,Yes,
2014-12-23,30,Male,United States,Illinois,No,Yes,No,Sometimes,26-100,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat easy,No,No,Yes,Some of them,No,Maybe,No,Yes,
2014-01-23,30,Male,India,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,Maybe,No,Yes,
2014-09-07,30,Male,France,Not applicable,No,Yes,No,Never,100-500,No,Yes,No,Yes,No,No,Don't know,Very easy,No,Yes,No,No,No,Yes,Yes,Yes,
2014-01-10,21,Male,India,Not applicable,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,No,No,No,No,No,Yes,Yes,Yes,
2014-09-03,30,Female,Other,Not applicable,No,Yes,No,Often,100-500,No,No,No,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,Yes,
2014-11-21,65,Male,France,Not applicable,No,No,Yes,Sometimes,500-1000,No,No,Yes,No,Don't know,No,Don't know,Somewhat difficult,Don't know,No,No,Yes,Yes,Yes,Don't know,Don't know,
2014-04-10,18,Male,Other,Not applicable,Yes,Yes,No,Never,1-5,Yes,Yes,Yes,Don't know,No,Don't know,No,Somewhat difficult,Don't know,No,No,Yes,No,No,No,No,
2014-10-17,40,Male,Other,Not applicable,No,No,No,Sometimes,26-100,No,Yes,Don't know,No,Yes,Yes,No,Very easy,No,No,Yes,Yes,Yes,Yes,No,No,
2014-06-29,18,Male,Australia,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,Yes,Don't know,Don't know,No,No,Somewhat easy,No,Yes,Some of them,Yes,Yes,Yes,No,No,
2014-08-11,60,Other,India,Not applicable,Yes,Yes,No,Never,100-500,No,Yes,Yes,No,No,Don't know,No,Very difficult,No,Don't know,Yes,Some of them,No,No,Yes,No,
2014-09-07,40,Male,United States,Texas,No,No,No,Often,1-5,No,Yes,Yes,No,Yes,Don't know,Yes,Very difficult,No,Don't know,Yes,Yes,Yes,Maybe,No,No,
2014-05-27,18,Female,Canada,Not applicable,No,No,No,Often,26-100,No,Yes,Yes,Don't know,No,Yes,Yes,Somewhat easy,No,No,Yes,Some of them,Maybe,No,No,Don't know,
2014-04-06,40,Other,United Kingdom,Not applicable,No,Yes,No,Often,500-1000,No,Yes,No,No,No,Yes,No,Somewhat easy,Don't know,Yes,Yes,No,Maybe,Yes,Don't know,Yes,
2014-09-14,60,Female,United States,Texas,No,No,Yes,Often,6-25,No,Yes,Yes,Don't know,Don't know,Yes,Yes,Very difficult,Yes,No,Yes,Yes,No,Maybe,Yes,Yes,
2014-11-21,50,Female,United States,Pennsylvania,Yes,Yes,No,Sometimes,1000+,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,Maybe,No,No,No,
2014-01-04,65,Female,Other,Not applicable,No,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Don't know,Don't know,Yes,Yes,Maybe,Yes,Yes,Don't know,
2014-01-16,21,Prefer not to say,Netherlands,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,No,Don't know,Yes,No,No,Somewhat easy,No,Don't know,No,Some of them,No,Yes,Yes,Don't know,
2014-10-07,21,Male,France,Not applicable,No,Yes,No,Often,1000+,No,Yes,No,No,No,Yes,Don't know,Somewhat easy,Don't know,Don't know,Yes,Some of them,Maybe,Yes,No,No,
2014-12-02,30,Male,Canada,Not applicable,Yes,No,No,Sometimes,100-500,No,No,No,Don't know,Don't know,Yes,No,Very easy,Yes,Yes,Yes,Yes,Yes,No,No,Yes,
2014-09-04,65,Male,United States,Florida,No,No,Yes,Rarely,26-100,Yes,Yes,No,Don't know,Don't know,No,No,Somewhat difficult,Yes,Don't know,No,Some of them,No,No,Yes,Yes,
2014-09-15,25,Male,United States,Pennsylvania,Yes,No,No,Rarely,500-1000,Yes,No,Yes,Yes,Yes,No,Don't know,Somewhat difficult,Don't know,No,Some of them,No,No,Yes,Yes,Don't know,
2014-06-09,30,Male,United States,New York,No,No,No,Often,100-500,Yes,Yes,Yes,No,Yes,No,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,Yes,
2014-12-06,45,Male,United States,New York,No,No,No,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Don't know,No,Some of them,No,Yes,Yes,Don't know,Yes,
2014-06-01,65,Male,United States,Pennsylvania,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Yes,No,Somewhat easy,Don't know,No,No,No,No,No,Yes,Don't know,
2014-06-27,18,Male,Other,Not applicable,No,Yes,No,Often,100-500,Yes,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,No,No,No,Yes,No,Yes,No,Yes,
2014-06-12,40,Male,India,Not applicable,No,No,Yes,Sometimes,26-100,No,No,No,Yes,No,Yes,No,Very easy,Yes,Yes,No,No,No,Yes,Yes,No,
2014-02-02,25,Male,United States,Texas,No,No,No,Often,500-1000,Yes,Yes,No,No,No,Yes,No,Very easy,No,No,No,Yes,No,Maybe,Don't know,No,
2014-06-28,65,Male,United States,New York,Yes,No,Yes,Sometimes,500-1000,Yes,Yes,Don't know,No,Don't know,Yes,Yes,Somewhat easy,Don't know,Don't know,Yes,No,No,No,No,Yes,
2014-04-11,60,Male,United Kingdom,Not applicable,No,No,Yes,Never,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,No,Yes,No,Yes,Don't know,Yes,
2014-09-25,45,Male,United States,Massachusetts,No,No,No,Often,100-500,Yes,No,No,Don't know,Yes,Yes,No,Don't know,Yes,Yes,No,Some of them,Yes,No,Yes,Yes,
2014-11-19,60,Female,Other,Not applicable,No,No,No,Rarely,100-500,Yes,Yes,Don't know,No,No,Yes,No,Somewhat difficult,Yes,Yes,No,No,No,Yes,No,No,
2014-03-06,21,Male,Canada,Not applicable,No,No,Yes,Rarely,26-100,Yes,No,No,Don't know,Don't know,No,Don't know,Somewhat easy,Yes,No,No,Yes,No,No,No,Yes,
2014-06-17,21,Male,Canada,Not applicable,No,Yes,Yes,Rarely,6-25,Yes,No,Yes,Yes,No,Yes,No,Somewhat difficult,Don't know,Don't know,Yes,No,Yes,No,Yes,Yes,
2014-11-26,30,Female,United States,Texas,Yes,No,No,Rarely,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Don't know,Yes,No,Yes,No,No,Yes,Don't know,
2014-02-12,18,Male,United States,Washington,No,No,Yes,Rarely,26-100,Yes,No,Yes,No,No,No,Yes,Very easy,Don't know,Yes,Yes,No,No,No,No,Yes,
2014-02-13,25,Male,Germany,Not applicable,No,Yes,No,Rarely,100-500,No,No,Yes,Yes,Don't know,No,Don't know,Somewhat easy,No,Don't know,Some of them,Yes,Yes,Yes,No,Yes,
2014-10-12,55,Non-binary,India,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,No,Don't know,No,Don't know,Yes,Somewhat difficult,No,Don't know,Yes,Some of them,No,No,Yes,Yes,
2014-01-12,45,Non-binary,India,Not applicable,No,No,Yes,Often,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,Some of them,No,Yes,No,Yes,
2014-04-05,45,Male,United States,Florida,Yes,Yes,No,Rarely,1000+,Yes,Yes,Yes,No,Don't know,No,Don't know,Somewhat easy,No,No,Some of them,No,No,Yes,Yes,Don't know,
2014-10-29,65,Male,United Kingdom,Not applicable,No,Yes,No,Rarely,1000+,No,Yes,No,No,Don't know,Don't know,No,Somewhat easy,No,No,No,Yes,Maybe,Maybe,Yes,Yes,
2014-09-10,30,Prefer not to say,United Kingdom,Not applicable,No,Yes,No,Sometimes,1000+,Yes,Yes,No,Yes,No,Don't know,Yes,Somewhat easy,Don't know,No,Yes,No,Yes,No,No,Yes,
2014-08-30,21,Male,Netherlands,Not applicable,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,Don't know,No,No,No,No,Maybe,Yes,Don't know,
2014-02-04,30,Male,United States,California,Yes,Yes,No,Often,500-1000,No,Yes,No,No,No,Yes,Don't know,Very difficult,Don't know,Don't know,Yes,No,No,Yes,No,No,
2014-08-03,40,Female,United States,Florida,No,Yes,No,Never,100-500,Yes,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Don't know,Yes,Yes,No,No,No,No,Yes,
2014-12-03,65,Male,Germany,Not applicable,No,No,Yes,Often,6-25,No,Yes,Yes,Yes,Don't know,No,Don't know,Somewhat difficult,Don't know,Yes,Yes,No,No,Yes,No,Don't know,
2014-03-31,65,Male,Germany,Not applicable,No,Yes,No,Sometimes,500-1000,No,No,Yes,Don't know,No,No,No,Don't know,Yes,No,No,No,No,No,No,No,
2014-09-21,25,Male,Canada,Not applicable,No,Yes,No,Sometimes,500-1000,No,No,No,Yes,Don't know,Yes,No,Very easy,Don't know,No,Some of them,Some of them,No,Yes,Don't know,Yes,
2014-04-03,18,Female,Canada,Not applicable,No,Yes,Yes,Never,100-500,Yes,Yes,Don't know,No,Yes,No,Don't know,Very easy,No,Don't know,No,Yes,Yes,Yes,No,No,
2014-03-31,50,Male,Canada,Not applicable,No,No,Yes,Rarely,500-1000,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,Yes,No,Don't know,
2014-04-25,35,Female,Netherlands,Not applicable,No,No,No,Rarely,100-500,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,No,No,No,Yes,Yes,
2014-04-15,35,Male,Canada,Not applicable,No,Yes,No,Rarely,100-500,Yes,No,Yes,Don't know,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,No,No,
2014-07-15,65,Male,Other,Not applicable,No,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,No,Some of them,No,No,No,No,Don't know,
2014-11-10,30,Male,United Kingdom,Not applicable,No,No,Yes,Often,500-1000,Yes,Yes,Yes,Yes,No,Yes,No,Very easy,No,Don't know,Yes,Some of them,No,Yes,Yes,No,
2014-04-24,40,Female,Other,Not applicable,No,Yes,Yes,Sometimes,1000+,Yes,No,Yes,Yes,Yes,No,Yes,Somewhat difficult,No,No,Some of them,No,No,Yes,No,Yes,
2014-03-16,25,Male,France,Not applicable,No,Yes,No,Sometimes,1000+,No,No,Don't know,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Maybe,Yes,Yes,Yes,
2014-08-05,55,Male,United States,Pennsylvania,Yes,Yes,Yes,Sometimes,500-1000,No,No,No,No,Yes,No,Yes,Somewhat easy,Don't know,No,Some of them,Yes,Maybe,Maybe,Yes,No,
2014-10-04,35,Non-binary,Netherlands,Not applicable,No,No,No,Rarely,1-5,No,No,Yes,No,Yes,Don't know,No,Very easy,No,No,Yes,No,No,Yes,Yes,Yes,
2014-09-06,25,Male,United States,Texas,No,No,No,Often,1000+,No,Yes,Yes,Yes,No,Don't know,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,Yes,No,Don't know,
2014-06-13,65,Other,Other,Not applicable,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,
2014-12-23,18,Male,Germany,Not applicable,Yes,No,No,Rarely,1000+,Yes,Yes,Yes,Don't know,No,Yes,Yes,Somewhat easy,Yes,Don't know,Some of them,No,No,Yes,Yes,Yes,
2014-07-11,60,Female,United States,Pennsylvania,No,Yes,No,Rarely,6-25,No,Yes,Don't know,Yes,No,Yes,Yes,Somewhat easy,Yes,No,Yes,Yes,No,No,No,No,
2014-08-15,40,Male,Germany,Not applicable,No,No,No,Sometimes,100-500,Yes,No,Don't know,Don't know,Yes,No,Don't know,Somewhat difficult,Don't know,No,Some of them,Some of them,No,Yes,Yes,No,
2014-06-26,21,Non-binary,Other,Not applicable,Yes,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,Yes,No,Very difficult,No,Don't know,Yes,No,Yes,No,Yes,Yes,
2014-04-09,25,Male,United States,Massachusetts,No,Yes,Yes,Never,500-1000,No,Yes,Yes,Don't know,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,Yes,No,Yes,
2014-02-05,18,Male,United Kingdom,Not applicable,No,No,No,Often,100-500,Yes,No,Don't know,Yes,Don't know,Yes,Yes,Somewhat easy,Yes,No,No,No,No,No,No,No,
2014-04-06,55,Male,India,Not applicable,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Yes,No,No,Yes,No,Somewhat easy,No,Don't know,No,Yes,No,No,Yes,Don't know,
2014-06-01,50,Male,France,Not applicable,Yes,No,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,No,Very easy,No,Yes,Some of them,Some of them,No,No,Yes,No,
2014-05-31,21,Male,Canada,Not applicable,Yes,Yes,Yes,Never,26-100,No,No,Yes,Yes,Yes,Don't know,No,Don't know,Yes,No,No,No,No,No,Don't know,Yes,
2014-07-09,65,Non-binary,United States,Texas,No,No,No,Rarely,500-1000,No,Yes,No,Yes,Don't know,No,No,Somewhat difficult,Don't know,No,Yes,Some of them,No,Maybe,Yes,Yes,
2014-08-12,50,Male,United States,Florida,Yes,Yes,No,Often,26-100,No,Yes,No,Yes,No,Yes,Yes,Very easy,Yes,No,No,No,Yes,Yes,Yes,No,
2014-02-06,55,Female,United Kingdom,Not applicable,No,No,No,Often,500-1000,No,Yes,Don't know,Yes,No,Yes,No,Somewhat difficult,Yes,No,Yes,Some of them,No,Yes,No,Don't know,
2014-09-25,18,Male,Canada,Not applicable,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,No,No,No,No,Somewhat easy,Yes,No,No,Yes,Yes,No,No,Yes,
2014-07-02,35,Female,Other,Not applicable,No,No,No,Never,100-500,Yes,Yes,Yes,No,Yes,Yes,Don't know,Don't know,No,No,No,Some of them,No,No,No,No,
2014-01-13,50,Male,United States,Massachusetts,Yes,Yes,Yes,Rarely,100-500,No,Yes,No,No,Don't know,No,Yes,Very difficult,Yes,Don't know,Yes,Some of them,Maybe,Yes,Don't know,Yes,
2014-10-06,65,Male,India,Not applicable,No,No,No,Rarely,26-100,Yes,No,Don't know,No,No,Don't know,No,Very easy,Yes,No,No,No,Maybe,No,Yes,No,
2014-08-05,21,Female,United States,Massachusetts,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,No,No,No,Yes,Somewhat difficult,Yes,No,No,No,No,Yes,No,No,
2014-12-21,30,Other,United States,Massachusetts,No,Yes,No,Often,500-1000,No,No,Yes,No,Don't know,No,No,Somewhat difficult,No,No,No,No,Maybe,No,Yes,Yes,
2014-12-27,45,Male,Canada,Not applicable,No,No,No,Rarely,1000+,No,Yes,Yes,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,No,No,No,
2014-10-13,25,Male,Canada,Not applicable,No,Yes,Yes,Never,1000+,Yes,Yes,Yes,No,Yes,Don't know,No,Somewhat difficult,Yes,Yes,Yes,No,Maybe,No,Don't know,Yes,
2014-09-30,35,Male,India,Not applicable,No,Yes,No,Often,500-1000,No,No,Yes,Don't know,No,Don't know,Don't know,Somewhat difficult,Yes,Don't know,Yes,No,No,Yes,No,Yes,
2014-03-03,50,Prefer not to say,Other,Not applicable,No,No,Yes,Never,100-500,No,Yes,No,Yes,Yes,No,No,Very easy,Yes,No,Yes,Some of them,Yes,No,No,No,
2014-03-25,60,Male,Germany,Not applicable,No,No,No,Often,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,No,Yes,No,No,No,Don't know,Yes,
2014-08-05,25,Male,Other,Not applicable,No,Yes,No,Sometimes,1-5,No,Yes,Don't know,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,
2014-12-08,30,Non-binary,Netherlands,Not applicable,No,No,Yes,Often,100-500,Yes,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,No,No,Yes,
2014-07-06,55,Male,Germany,Not applicable,No,No,No,Never,1000+,No,Yes,Yes,Don't know,Don't know,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No,
2014-01-19,45,Male,France,Not applicable,No,Yes,Yes,Never,100-500,Yes,Yes,Yes,Don't know,Don't know,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,No,Yes,
2014-06-26,18,Male,Germany,Not applicable,No,No,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Don't know,No,Yes,No,Yes,Yes,No,
2014-04-10,30,Non-binary,United States,Illinois,No,No,Yes,Sometimes,26-100,Yes,No,Yes,Yes,No,Yes,No,Very difficult,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,No,
2014-08-21,30,Male,India,Not applicable,No,No,No,Rarely,26-100,No,No,Yes,No,Don't know,No,No,Very easy,Don't know,Don't know,Some of them,No,Maybe,No,Yes,Don't know,
2014-03-17,55,Male,United States,Texas,No,Yes,No,Often,1-5,Yes,Yes,Yes,No,No,Don't know,Don't know,Very easy,No,Don't know,Some of them,No,No,Maybe,Yes,Don't know,
2014-09-22,40,Male,Germany,Not applicable,No,No,No,Often,500-1000,No,No,No,Yes,No,No,No,Very easy,Don't know,Don't know,No,No,No,No,No,Yes,
2014-10-11,55,Male,India,Not applicable,No,Yes,Yes,Sometimes,100-500,No,Yes,No,No,No,No,No,Somewhat difficult,Don't know,No,Yes,No,Maybe,Yes,Yes,Yes,
2014-07-25,40,Male,United States,New York,No,Yes,No,Never,500-1000,Yes,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Don't know,Don't know,Some of them,No,Maybe,No,Yes,No,
2014-08-11,40,Male,United States,New York,No,Yes,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,No,No,
2014-02-21,35,Male,Other,Not applicable,No,No,No,Sometimes,500-1000,Yes,Yes,No,Yes,Don't know,No,Yes,Somewhat easy,No,Yes,Some of them,No,No,No,No,Yes,
2014-12-05,35,Male,Germany,Not applicable,Yes,No,Yes,Rarely,500-1000,No,Yes,Yes,No,No,No,No,Very difficult,Yes,Yes,Some of them,No,No,Yes,No,Yes,
2014-05-24,21,Male,United States,Texas,No,No,Yes,Often,500-1000,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Very easy,Yes,Don't know,Yes,No,No,No,No,No,
2014-03-10,50,Male,India,Not applicable,No,No,Yes,Never,100-500,No,Yes,Don't know,Don't know,Yes,No,No,Somewhat easy,No,Yes,Some of them,No,Yes,No,Yes,Don't know,
2014-04-09,50,Non-binary,Germany,Not applicable,No,Yes,No,Rarely,100-500,No,No,Yes,No,Don't know,Yes,No,Very easy,Don't know,No,Some of them,Some of them,No,Yes,Yes,Don't know,
2014-01-25,65,Male,United Kingdom,Not applicable,No,Yes,Yes,Never,1000+,Yes,Yes,Yes,No,No,Yes,Don't know,Very easy,No,Yes,Some of them,No,No,No,Yes,Yes,
2014-02-22,18,Female,Other,Not applicable,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,Don't know,No,Don't know,No,Somewhat easy,No,No,No,Yes,No,Maybe,No,Yes,
2014-05-31,50,Female,India,Not applicable,No,Yes,Yes,Sometimes,6-25,No,No,Yes,Don't know,No,Yes,No,Very easy,No,Yes,Yes,Some of them,No,Yes,Yes,Yes,
2014-05-24,35,Male,United States,Texas,No,No,No,Rarely,100-500,No,Yes,No,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Don't know,No,Some of them,Yes,Maybe,No,Yes,
